이름,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR
고효준,24,0,0,0,1,0,0,0,15.2,10,10,77,14,3,0,3,11,0,3,11,0,1,5.74,7.32,1.60,84.7,65.6,0.14
김유영,12,0,0,0,0,0,0,0,7.1,4,4,31,4,0,0,0,7,2,0,5,0,1,4.91,4.24,1.50,99.1,113.0,0.13
한승혁,9,0,0,0,1,0,0,0,7.0,4,4,31,8,1,0,0,4,0,0,3,0,0,5.14,4.41,1.71,94.6,108.0,0.09
송승준,22,0,0,1,2,2,0,1,24.2,17,17,119,30,5,2,2,14,2,3,25,0,3,6.20,4.41,1.78,78.5,108.8,0.09
이승헌,8,0,0,8,3,2,0,0,36.2,25,19,157,34,2,1,1,11,1,2,34,1,2,4.66,3.04,1.23,104.4,157.4,0.05
강동호,7,0,0,0,1,0,0,0,11.0,9,9,51,13,1,0,3,6,0,0,8,0,0,7.36,7.28,1.73,66.1,66.2,-0.03
진명호,37,0,0,0,0,1,0,2,31.1,25,25,146,29,5,1,3,22,0,2,32,0,1,7.18,5.06,1.63,67.8,94.7,-0.04
박명현,2,0,0,0,0,0,0,0,0.2,2,2,6,3,1,0,0,1,0,0,0,0,1,27.00,8.06,6.00,18.0,59.1,-0.08
정태승,1,0,0,0,0,0,0,0,1.2,4,4,11,4,1,0,1,2,0,0,1,0,0,21.60,13.76,3.60,22.5,35.1,-0.15
최영환,6,0,0,1,0,1,0,0,10.0,11,7,53,19,3,0,4,3,0,1,7,0,1,6.30,8.56,2.20,77.2,56.6,-0.21
박시영,36,0,0,0,1,1,0,1,30.1,27,27,145,32,7,0,5,23,0,1,21,0,1,8.01,6.69,1.81,60.7,71.8,-0.36
장원삼,13,0,0,4,0,3,0,0,34.0,32,29,160,49,8,0,6,10,1,3,15,0,0,7.68,6.03,1.74,63.4,79.9,-0.43
윤성환,28,1,0,28,11,10,0,0,180.0,95,87,767,202,35,3,25,41,0,13,85,1,6,4.35,5.55,1.35,121.2,93.9,4.13
차우찬,24,1,0,24,12,6,0,0,152.1,87,80,671,168,30,2,16,65,0,8,120,0,5,4.73,5.02,1.53,111.5,103.9,3.18
심창민,62,0,0,0,2,6,25,4,72.2,29,24,303,59,11,0,6,26,3,4,76,1,1,2.97,3.89,1.17,177.4,134.0,2.79
권오준,41,0,0,0,1,3,0,7,46.1,20,20,194,48,5,2,9,11,0,3,35,0,1,3.88,5.71,1.27,135.7,91.5,1.20
장필준,56,0,0,1,4,6,4,9,72.0,42,41,317,82,8,2,9,26,0,5,57,0,4,5.13,5.13,1.50,102.9,101.8,0.99
김대우,67,0,0,0,6,0,0,11,66.0,39,37,295,82,17,0,8,19,1,6,37,0,2,5.05,5.34,1.53,104.5,97.7,0.83
웹스터,12,0,0,12,4,4,0,0,71.0,48,45,325,72,16,2,10,47,0,3,59,1,4,5.70,6.07,1.68,92.4,85.9,0.80
백정현,70,0,0,4,6,3,0,9,68.2,44,44,306,73,12,2,9,30,0,2,77,0,4,5.77,4.65,1.50,91.4,112.3,0.75
김현우,17,0,0,0,1,0,0,0,20.2,9,8,91,26,3,0,3,4,0,2,19,0,1,3.48,4.71,1.45,151.3,110.9,0.42
임대한,26,0,0,0,0,1,0,0,28.0,18,16,126,33,3,0,2,14,0,2,13,0,1,5.14,5.51,1.68,102.5,94.5,0.26
김건한,3,0,0,3,1,0,0,0,9.2,5,4,44,9,3,0,1,3,0,1,7,0,0,3.72,4.93,1.24,141.6,105.7,0.24
박민규,6,0,0,0,0,0,0,0,6.1,3,3,29,7,1,0,0,5,0,0,4,0,1,4.26,4.90,1.90,123.7,106.0,0.14
김승현,2,0,0,0,0,0,0,0,2.0,0,0,7,1,0,0,0,0,0,0,1,0,0,0.00,2.79,0.50,,185.9,0.08
김기태,17,0,0,15,4,4,0,0,75.0,61,59,343,94,18,1,20,22,0,10,34,0,2,7.08,7.63,1.55,74.5,68.5,0.05
안지만,31,0,0,0,2,5,5,5,37.1,26,24,173,44,9,1,9,15,0,4,41,0,1,5.79,6.26,1.58,91.1,83.6,0.04
신용운,13,0,0,0,0,0,0,2,8.0,7,3,43,12,1,0,0,4,0,3,7,0,0,3.38,4.67,2.00,156.2,111.2,-0.06
김동호,33,0,0,0,0,1,0,2,33.0,28,28,154,46,7,0,5,14,0,3,21,0,4,7.64,6.04,1.82,69.0,86.5,-0.06
임현준,2,0,0,0,0,0,0,0,1.0,4,4,8,4,0,0,1,0,0,1,0,0,0,36.00,19.79,4.00,14.6,26.5,-0.13
조현근,3,0,0,0,0,0,0,0,5.1,8,8,31,12,4,0,2,3,0,1,5,0,0,13.50,9.04,2.81,39.1,57.9,-0.15
박근홍,60,0,0,0,0,2,0,9,41.0,34,34,192,42,5,0,5,27,1,4,40,0,3,7.46,5.62,1.68,70.6,92.7,-0.27
레온,2,0,0,2,0,1,0,0,8.0,10,10,40,16,5,0,2,1,0,1,7,0,0,11.25,6.04,2.13,46.9,86.6,-0.28
벨레스터,3,0,0,3,0,3,0,0,12.1,14,11,66,20,4,0,1,12,0,0,5,0,2,8.03,6.95,2.60,65.7,74.8,-0.30
최충연,3,0,0,3,0,2,0,0,7.2,11,11,45,11,3,0,2,11,0,0,6,1,0,12.91,9.92,2.87,40.8,52.6,-0.36
정인욱,27,0,0,23,4,7,0,0,111.0,92,84,533,138,25,1,19,62,0,8,70,0,7,6.81,6.65,1.80,77.4,78.5,-0.37
장원삼,26,0,0,13,5,8,0,2,78.1,69,61,366,114,12,4,16,23,1,2,53,0,2,7.01,6.01,1.75,75.2,86.9,-0.50
윤성환,28,1,0,28,12,9,0,0,174.1,86,83,731,181,39,4,22,37,0,15,130,0,3,4.28,4.78,1.25,118.4,105.4,3.73
백정현,35,0,0,14,8,4,0,3,100.2,52,49,446,110,23,2,11,36,1,6,94,0,4,4.38,4.51,1.45,115.8,111.5,2.15
심창민,66,0,0,0,4,7,6,16,75.1,36,35,333,55,7,0,12,44,7,7,103,0,5,4.18,4.82,1.31,121.3,104.6,2.09
장필준,56,0,0,0,4,8,21,3,67.1,37,35,307,82,9,2,6,26,3,4,82,0,3,4.68,3.66,1.60,108.4,137.0,1.30
권오준,45,0,0,0,1,2,0,1,56.0,32,32,233,57,12,0,11,14,0,4,55,0,2,5.14,5.29,1.27,98.6,95.8,0.90
장원삼,49,0,0,5,4,5,0,6,67.1,48,42,310,96,14,0,8,17,0,5,55,0,2,5.61,4.63,1.68,90.4,108.8,0.34
페트릭,25,0,0,24,3,10,0,0,134.0,95,92,619,174,35,7,18,52,1,6,87,0,8,6.18,5.46,1.69,82.1,92.3,0.32
이승현,30,0,0,0,2,0,0,0,31.2,21,18,156,36,5,2,9,22,0,1,25,1,1,5.12,8.03,1.83,99.2,63.2,0.30
김승현,41,0,0,0,0,3,0,0,43.2,31,28,215,51,7,0,7,34,0,6,37,0,8,5.77,6.87,1.95,87.9,73.2,0.25
우규민,27,0,0,25,7,10,0,0,133.0,95,77,591,161,28,4,19,23,1,16,100,0,2,5.21,4.95,1.38,97.4,102.0,0.20
김동호,20,0,0,1,0,1,0,0,36.0,27,27,178,52,10,0,1,21,0,6,16,0,3,6.75,5.46,2.03,75.2,91.3,0.16
임현준,11,0,0,0,0,0,0,0,10.2,7,6,48,11,3,0,0,4,0,2,4,0,0,5.06,4.67,1.41,100.2,106.3,0.11
장지훈,4,0,0,0,0,0,0,0,2.1,0,0,10,2,0,0,0,1,0,0,5,0,1,0.00,0.74,1.29,,640.0,0.11
안규현,1,0,0,0,0,0,0,0,2.0,2,2,11,2,1,0,0,3,0,1,1,0,0,9.00,8.74,2.50,56.4,56.8,-0.02
김시현,17,0,0,0,0,0,0,0,21.1,18,18,104,29,5,1,4,15,0,2,16,0,1,7.59,7.06,2.06,66.8,71.4,-0.03
이수민,1,0,0,0,0,0,0,0,2.2,3,3,14,4,3,0,0,1,0,1,1,0,0,10.13,5.24,1.88,50.1,94.7,-0.07
안성무,5,0,0,3,1,1,0,0,11.2,10,10,58,14,3,0,2,10,0,1,8,0,1,7.71,7.42,2.06,65.8,67.9,-0.09
최지광,11,0,0,6,0,2,0,0,25.0,20,18,123,28,6,0,2,22,0,1,23,0,2,6.48,5.70,2.00,78.3,87.9,-0.13
김현우,8,0,0,0,0,0,0,0,10.2,13,11,52,15,3,1,4,3,0,2,11,0,2,9.28,7.95,1.69,54.7,64.1,-0.14
박근홍,24,0,0,0,0,0,0,1,15.1,17,16,76,13,0,1,2,14,1,3,14,0,4,9.39,6.74,1.76,54.0,74.5,-0.29
임대한,12,0,0,0,0,0,0,0,14.0,17,14,81,26,3,0,3,15,0,0,13,0,2,9.00,7.88,2.93,56.4,64.1,-0.30
최충연,42,0,0,6,3,8,0,3,84.0,71,71,416,110,18,1,12,48,1,9,74,0,7,7.61,5.83,1.88,66.7,86.3,-0.60
정인욱,9,0,0,7,1,4,0,0,32.0,37,35,159,46,9,0,9,14,0,4,27,0,2,9.84,7.39,1.88,51.5,68.7,-0.61
레나도,11,0,0,11,2,3,0,0,49.0,46,37,243,70,18,0,11,27,0,6,28,1,1,6.80,7.53,1.98,74.6,67.2,-0.78
황수범,10,0,0,7,1,2,0,0,31.1,34,28,155,45,3,0,7,19,0,2,26,1,8,8.04,6.99,2.04,63.1,72.4,-0.81
최충연,70,0,0,0,2,6,8,16,85.0,34,34,344,73,16,2,6,26,1,2,101,0,8,3.60,3.33,1.17,147.3,156.2,3.00
아델만,31,0,0,31,8,12,0,0,171.0,101,96,758,202,39,1,20,54,0,11,137,1,7,5.05,4.89,1.50,105.0,107.1,2.83
백정현,25,0,0,23,7,7,1,0,125.2,68,64,540,142,27,2,18,36,0,3,99,0,2,4.58,5.05,1.42,115.7,104.1,2.35
심창민,59,0,0,0,5,2,17,5,66.1,32,30,284,57,9,2,12,22,2,9,68,0,1,4.07,5.45,1.19,130.3,96.7,1.87
보니야,29,0,0,29,7,10,0,0,168.0,111,99,752,193,40,2,23,63,1,12,151,1,9,5.30,5.14,1.52,100.0,102.2,1.79
장필준,61,0,0,0,5,5,6,13,66.1,35,32,290,65,15,1,6,25,2,6,74,0,0,4.34,4.09,1.36,122.2,127.5,1.51
양창섭,19,0,0,17,7,6,0,0,87.1,52,49,400,100,22,0,12,34,0,10,49,1,3,5.05,6.01,1.53,105.0,87.4,1.43
우규민,48,0,0,0,4,1,0,10,58.2,28,28,246,70,12,0,6,12,1,5,48,0,0,4.30,4.34,1.40,123.5,120.6,1.41
권오준,47,0,0,0,3,1,1,2,43.1,21,19,189,43,7,0,7,12,0,3,52,0,2,3.95,4.57,1.27,134.4,115.0,1.07
최채흥,8,0,0,4,4,1,0,0,28.0,11,10,120,30,5,1,5,8,0,1,25,0,0,3.21,5.33,1.36,165.0,98.9,0.78
임현준,40,0,0,0,0,1,0,3,27.2,12,12,116,20,4,1,3,11,1,5,26,0,0,3.90,4.99,1.12,135.9,104.8,0.65
김승현,28,0,0,0,1,3,0,2,32.1,18,16,158,48,8,1,3,15,2,5,29,0,3,4.45,4.92,1.95,119.1,106.3,0.57
정인욱,19,0,0,0,1,0,0,0,31.0,17,12,137,31,7,1,3,9,0,3,27,0,1,3.48,4.51,1.29,152.3,115.9,0.49
장원삼,8,0,0,8,3,1,0,0,38.0,27,26,173,47,13,1,4,13,0,1,27,0,1,6.16,4.89,1.58,86.1,107.2,0.18
장지훈,1,0,0,0,0,0,0,0,1.0,0,0,4,1,0,0,0,0,0,0,1,0,0,0.00,1.83,1.00,,278.9,0.04
황수범,2,0,0,0,0,0,0,0,2.1,3,3,15,3,1,0,0,6,0,0,2,0,0,11.57,9.83,3.86,45.8,52.3,-0.03
안성무,2,0,0,0,0,0,0,0,2.1,3,3,11,3,0,0,2,1,0,0,5,0,0,11.57,11.98,1.71,45.8,44.8,-0.03
한기주,33,0,0,1,1,4,0,3,39.0,32,29,183,54,12,1,8,12,0,5,30,1,1,6.69,6.27,1.69,79.3,84.2,-0.04
김용하,4,0,0,0,0,0,0,0,3.0,4,3,19,2,0,0,0,4,0,3,4,0,0,9.00,8.17,2.00,58.9,63.0,-0.06
이승현,19,0,0,0,1,1,0,2,17.0,15,15,82,23,3,0,4,7,0,2,14,0,2,7.94,6.83,1.77,66.8,77.3,-0.07
박근홍,22,0,0,0,2,0,0,0,23.0,21,19,117,28,4,0,3,12,0,6,27,0,1,7.43,5.53,1.74,71.3,94.5,-0.10
김기태,1,0,0,0,0,0,0,0,1.2,5,5,10,4,0,0,3,0,0,1,2,0,0,27.00,26.63,2.40,19.6,20.3,-0.12
김시현,4,0,0,0,0,0,0,0,5.0,7,7,29,10,1,0,2,2,0,2,5,0,0,12.60,9.43,2.40,42.1,56.4,-0.13
최지광,6,0,0,0,0,0,0,0,8.2,12,11,45,11,4,0,0,7,0,0,7,1,1,11.42,4.64,2.08,46.4,110.8,-0.18
김대우,8,0,0,7,2,2,0,0,36.1,34,32,176,53,12,2,7,18,0,3,15,0,1,7.93,7.25,1.95,66.9,72.7,-0.43
뷰캐넌,27,1,0,27,15,7,0,0,174.2,71,67,728,172,19,2,16,50,0,7,121,0,2,3.45,4.34,1.27,143.2,112.5,4.73
최채흥,26,1,1,26,11,6,0,0,146.0,67,58,617,131,27,1,12,51,0,7,123,3,3,3.58,4.13,1.25,138.3,118.1,3.40
라이블리,21,0,0,21,6,7,0,0,112.0,54,53,478,98,16,1,11,39,0,12,95,0,2,4.26,4.50,1.22,116.1,108.6,2.72
오승환,45,0,0,0,3,2,18,2,47.2,14,14,201,44,10,1,2,15,0,2,39,0,1,2.64,3.53,1.24,187.0,136.8,2.61
이승현,65,0,0,0,1,2,0,14,54.1,22,21,226,45,7,1,11,25,1,0,52,0,2,3.48,5.60,1.29,142.1,88.5,1.59
원태인,27,0,0,26,6,10,0,0,140.0,84,76,626,162,32,1,19,56,2,5,78,0,6,4.89,5.47,1.56,101.2,89.7,1.56
임현준,51,0,0,0,1,1,0,5,25.1,7,5,109,24,3,0,2,7,1,6,18,0,1,1.78,4.58,1.22,278.3,106.5,1.04
최지광,51,0,0,0,1,3,0,15,44.1,24,24,199,34,5,0,2,31,4,3,45,0,5,4.87,4.14,1.47,101.5,117.2,0.84
김윤수,61,0,0,0,3,5,0,12,58.0,34,30,266,66,9,0,6,31,3,1,41,0,7,4.66,4.99,1.67,106.2,98.1,0.81
김대우,28,0,0,9,3,7,0,1,77.2,49,44,350,95,17,1,9,26,0,6,37,1,1,5.10,5.35,1.56,96.9,91.5,0.63
허윤동,11,0,0,11,2,1,0,0,45.0,26,24,204,43,10,0,4,31,0,2,18,1,0,4.80,6.11,1.64,103.0,79.5,0.57
노성호,45,0,0,0,2,3,0,10,36.1,23,18,166,28,5,0,3,29,1,2,34,0,7,4.46,5.23,1.57,110.9,93.0,0.33
장필준,31,0,0,2,0,3,0,4,36.0,24,23,170,46,9,0,6,16,0,0,26,0,5,5.75,5.61,1.72,86.0,87.8,0.30
양창섭,7,0,0,0,0,0,0,0,6.2,2,2,29,6,1,0,1,3,1,0,4,0,0,2.70,5.21,1.35,183.1,94.9,0.28
백정현,11,0,0,11,4,4,0,0,59.0,43,34,258,67,15,2,13,17,0,1,46,0,1,5.19,5.78,1.42,95.3,86.0,0.13
홍정우,30,0,0,0,0,0,0,1,30.0,23,22,139,37,4,1,5,12,0,1,29,0,1,6.60,5.09,1.63,74.9,97.1,0.06
이상민,17,0,0,1,0,1,0,1,14.0,10,10,69,17,2,0,4,11,1,1,13,0,2,6.43,7.77,2.00,76.9,64.0,0.05
홍원표,1,0,0,0,0,0,0,0,1.0,0,0,6,1,0,0,0,1,0,1,0,0,1,0.00,9.56,2.00,,50.5,0.04
정인욱,5,0,0,0,0,0,0,0,5.1,5,5,26,5,0,0,1,4,0,1,3,0,0,8.44,7.68,1.69,58.6,63.9,-0.03
우규민,52,0,0,0,3,3,7,11,48.0,34,33,210,61,10,1,3,9,1,1,30,0,0,6.19,3.68,1.46,79.9,132.1,-0.04
이승민,7,0,0,5,1,3,0,0,26.1,21,20,128,34,5,0,5,19,1,0,16,0,0,6.84,6.86,2.01,72.3,71.8,-0.08
윤성환,5,1,0,5,0,2,0,0,18.2,14,12,84,19,4,2,0,11,0,3,4,0,0,5.79,5.38,1.61,85.4,89.3,-0.15
권오준,17,0,0,0,0,2,0,1,16.0,18,15,72,22,3,1,3,3,0,0,10,0,0,8.44,5.31,1.56,58.6,93.3,-0.33
황동재,1,0,0,0,0,0,0,0,1.1,8,8,16,8,2,0,1,4,0,0,3,0,0,54.00,17.81,9.00,9.2,28.0,-0.35
이재익,4,0,0,0,0,0,0,0,0.2,11,10,13,8,3,0,2,2,0,0,1,0,0,135.00,48.56,15.00,3.7,10.5,-0.43
김광현,28,1,0,28,13,9,0,0,173.2,77,66,749,178,36,4,10,81,1,3,145,1,9,3.42,4.37,1.49,149.2,118.8,5.20
밴와트,11,0,0,11,9,1,0,0,66.2,27,23,282,56,7,1,6,26,1,5,56,0,1,3.11,4.70,1.23,164.4,110.8,2.00
윤길현,59,0,0,0,3,3,7,9,57.2,27,25,247,49,10,1,7,28,2,1,63,0,9,3.90,4.65,1.34,130.8,111.8,1.62
전유수,67,0,0,0,7,4,0,5,84.2,51,47,383,99,14,4,11,37,3,3,72,0,5,5.00,5.16,1.61,102.2,101.5,1.55
울프,23,0,0,13,2,2,4,0,85.1,48,46,364,88,17,0,10,27,0,6,41,0,1,4.85,5.58,1.35,105.2,94.1,1.54
박희수,21,0,0,0,1,2,13,0,20.2,8,8,88,17,2,0,1,8,2,4,29,0,0,3.48,3.13,1.21,146.5,161.9,1.14
채병용,27,1,0,24,8,12,0,0,130.0,94,92,585,151,32,2,27,49,0,8,87,0,2,6.37,6.53,1.54,80.1,80.6,0.89
윤희상,7,0,0,7,0,1,0,0,28.1,17,16,130,36,8,0,1,9,1,3,18,0,1,5.08,4.21,1.59,100.4,123.2,0.66
박정배,43,0,0,0,6,4,1,10,43.1,29,28,197,42,6,1,3,23,3,6,34,0,5,5.82,4.99,1.50,87.8,104.0,0.64
여건욱,28,0,0,7,3,3,0,0,69.2,50,48,310,81,14,2,16,28,3,0,50,0,2,6.20,6.48,1.57,82.3,81.6,0.55
이재영,38,0,0,0,1,0,0,4,48.0,35,33,209,45,12,1,7,28,0,0,42,0,5,6.19,5.75,1.52,82.5,90.9,0.51
레이예스,13,0,0,13,2,7,0,0,78.1,64,57,369,103,24,3,10,38,1,3,41,0,4,6.55,6.00,1.80,77.9,87.5,0.39
이상백,16,0,0,0,0,0,1,0,14.1,7,7,65,13,2,1,3,6,0,2,14,0,3,4.40,6.30,1.33,116.1,83.1,0.24
문광은,9,0,0,7,1,2,0,0,32.2,26,23,149,40,8,0,7,10,0,0,23,0,1,6.34,6.15,1.53,80.5,85.9,0.18
허건엽,3,0,0,0,0,0,0,0,5.0,0,0,18,3,1,0,0,2,0,0,1,0,0,0.00,4.66,1.00,,112.1,0.17
진해수,75,0,0,0,0,4,0,15,49.0,39,39,236,67,9,1,8,27,2,3,37,0,2,7.16,6.18,1.92,71.2,84.9,0.14
박민호,17,0,0,4,2,3,0,0,31.1,25,19,152,41,10,0,3,10,0,9,12,0,1,5.46,6.15,1.63,93.5,84.6,0.13
임경완,16,0,0,0,0,0,0,0,16.2,14,10,77,21,7,0,4,6,0,2,5,0,1,5.40,7.82,1.62,94.5,67.7,0.02
이창욱,7,0,0,0,1,0,0,0,7.1,9,7,38,9,2,0,0,5,0,0,3,0,0,8.59,5.08,1.91,59.4,102.1,-0.01
제춘모,1,0,0,0,0,0,0,0,0.1,1,1,4,2,1,0,0,0,0,1,0,0,1,27.00,12.86,6.00,18.9,38.7,-0.02
신윤호,2,0,0,1,0,0,0,0,3.0,3,3,17,8,1,0,1,2,0,0,1,0,0,9.00,9.52,3.33,56.7,55.8,-0.05
엄정욱,5,0,0,0,0,1,0,0,3.0,3,3,17,4,0,0,1,4,0,0,3,0,4,9.00,10.19,2.67,56.7,51.6,-0.06
이한진,4,0,0,0,0,0,0,0,8.1,17,8,52,17,1,0,2,4,0,0,3,0,0,8.64,7.70,2.52,59.1,68.9,-0.17
김대유,9,0,0,3,0,1,0,0,11.2,13,13,65,12,1,0,1,19,0,1,14,0,3,10.03,7.71,2.66,50.9,66.8,-0.19
백청훈,6,0,0,2,0,1,0,0,9.1,19,19,57,22,3,0,3,7,0,3,3,0,2,18.32,10.61,3.11,27.9,49.7,-0.52
켈리,31,0,0,31,9,8,0,0,200.1,91,82,846,205,35,3,15,60,0,7,152,2,8,3.68,4.25,1.32,141.7,122.9,5.95
김광현,27,1,0,21,11,8,0,1,137.0,68,59,583,139,21,2,17,41,2,6,116,0,3,3.88,4.70,1.31,134.7,111.7,3.69
윤희상,23,0,0,22,9,6,0,0,122.2,69,66,540,143,18,2,18,44,0,6,74,1,5,4.84,5.72,1.52,107.8,91.8,2.40
박희수,51,0,0,0,4,5,26,0,54.2,23,20,237,43,6,0,3,26,3,5,37,0,2,3.29,4.69,1.26,158.5,111.3,1.94
채병용,68,0,0,0,6,3,2,9,83.2,43,40,345,77,14,1,9,29,1,3,67,0,2,4.30,4.70,1.27,121.3,111.5,1.67
김주한,39,0,0,1,3,1,1,2,59.1,28,28,254,62,11,1,6,14,0,4,50,1,3,4.25,4.33,1.28,122.9,120.8,1.30
박종훈,28,0,0,28,8,13,0,0,140.0,102,88,650,141,24,3,17,91,0,23,104,0,4,5.66,6.33,1.66,92.3,82.6,0.69
박민호,32,0,0,0,0,1,0,3,36.2,20,20,159,40,5,1,4,9,1,4,18,0,0,4.91,5.21,1.34,106.3,100.4,0.52
정영일,21,0,0,0,1,0,0,1,24.2,13,13,99,16,4,0,3,12,0,3,18,0,1,4.74,5.74,1.14,110.1,91.2,0.39
서진용,25,0,0,0,0,0,0,3,26.2,16,14,120,26,4,0,3,13,2,2,30,0,5,4.73,4.47,1.46,110.5,117.4,0.34
박정배,49,0,0,0,2,3,2,11,51.2,34,31,223,55,17,1,6,17,1,3,26,0,7,5.40,5.40,1.39,96.7,97.1,0.32
김태훈,15,0,0,2,0,1,0,0,14.2,7,7,72,15,2,0,1,12,2,1,9,0,4,4.30,5.70,1.84,121.5,91.9,0.27
전유수,46,0,0,0,2,4,0,3,54.1,38,31,255,67,12,2,6,29,4,0,45,0,1,5.13,4.95,1.77,101.7,106.1,0.22
김승회,23,0,0,0,1,1,0,4,24.1,16,16,105,29,4,1,4,9,1,0,19,0,2,5.92,5.35,1.56,88.2,98.4,0.22
신재웅,35,0,0,0,0,1,0,4,18.0,12,11,91,16,1,0,4,17,1,3,17,0,3,5.50,7.96,1.83,94.9,66.1,0.12
조한욱,2,0,0,0,0,0,0,0,2.1,0,0,12,1,0,0,0,4,0,0,2,0,1,0.00,7.22,2.14,,72.2,0.09
이정담,6,0,0,0,0,0,0,0,5.1,3,3,24,6,2,0,1,2,0,0,0,0,0,5.06,7.36,1.50,103.1,71.6,0.08
전병두,1,0,0,1,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00,3.79,0.00,,136.8,0.02
이건욱,1,0,0,0,0,0,0,0,0.2,2,2,4,2,0,2,0,0,0,0,1,0,1,27.00,0.79,3.00,19.3,635.9,-0.06
문승원,20,0,0,12,4,4,0,0,63.2,52,47,306,86,19,1,12,33,0,3,49,0,2,6.64,6.40,1.87,78.6,82.2,-0.07
고효준,5,0,0,0,0,0,0,0,9.2,13,12,54,18,6,0,1,5,0,1,7,0,0,11.17,5.55,2.38,46.7,94.2,-0.21
세든,12,0,0,12,5,5,0,0,62.0,52,37,283,76,10,0,8,17,0,1,43,0,8,5.37,4.95,1.50,97.2,106.0,-0.24
문광은,17,0,0,0,1,1,0,1,17.0,18,18,85,30,5,1,6,7,0,0,13,2,0,9.53,8.09,2.18,54.8,65.5,-0.30
임준혁,6,0,0,5,1,4,0,0,16.0,18,18,79,27,5,1,2,6,0,0,8,0,0,10.13,5.54,2.06,51.6,94.7,-0.38
라라,17,0,0,9,2,6,0,1,48.1,46,36,232,66,7,0,5,30,0,1,40,1,3,6.70,5.41,1.99,77.9,96.9,-0.67
켈리,30,0,0,30,16,7,0,0,190.0,85,76,815,204,38,3,16,45,2,11,189,1,9,3.60,3.69,1.31,139.8,136.9,5.11
박종훈,29,0,0,28,12,7,0,1,151.1,74,69,664,145,26,0,16,61,1,25,107,0,4,4.10,5.38,1.36,122.7,93.8,3.51
다이아몬드,24,1,1,24,10,7,0,0,134.1,69,66,581,163,20,3,11,35,1,9,59,0,2,4.42,4.88,1.47,113.8,103.2,2.64
박정배,61,0,0,0,5,3,7,16,68.0,32,27,290,58,12,2,9,33,6,3,49,0,4,3.57,5.34,1.34,140.8,95.0,1.92
문승원,29,1,0,29,6,12,0,0,155.1,98,92,695,181,32,2,25,54,1,11,86,1,5,5.33,5.96,1.51,94.4,85.2,1.69
서진용,42,0,0,0,2,3,3,3,46.0,21,20,198,43,9,0,4,23,0,0,55,0,3,3.91,3.97,1.44,128.6,127.0,1.27
신재웅,32,0,0,0,0,1,2,4,31.0,11,11,126,23,6,1,3,15,0,0,29,0,1,3.19,4.57,1.23,157.6,110.4,1.07
백청훈,11,0,0,2,0,0,2,2,18.2,5,5,74,15,2,0,0,5,0,4,10,1,0,2.41,4.11,1.07,208.8,121.1,0.88
임준혁,43,0,0,0,0,0,1,2,45.1,27,23,223,54,10,0,4,29,7,5,30,1,3,4.57,5.35,1.83,110.2,94.5,0.56
윤희상,23,0,0,22,6,7,0,0,120.0,85,80,538,149,30,0,16,33,2,10,82,2,5,6.00,5.13,1.52,83.9,98.9,0.22
김주한,63,0,0,3,6,5,5,11,69.2,51,46,320,82,13,4,10,32,5,5,45,1,2,5.94,5.69,1.64,84.7,89.2,0.03
전유수,18,0,0,0,0,0,0,1,20.2,16,15,103,28,8,0,1,13,1,3,20,0,2,6.53,4.61,1.98,77.1,108.9,0.03
김성민,10,0,0,0,0,0,0,1,11.2,9,8,59,16,1,0,3,7,0,2,12,0,1,6.17,7.34,1.97,81.6,69.5,0.01
임치영,1,0,0,0,0,0,0,0,1.0,1,1,6,3,0,0,0,0,0,0,1,0,0,9.00,1.74,3.00,55.9,286.9,-0.00
정동윤,2,0,0,0,0,0,0,0,3.0,3,3,15,5,0,0,1,1,0,1,1,0,3,9.00,9.40,2.00,55.9,54.3,-0.01
김정빈,2,0,0,0,0,0,0,0,3.0,3,3,15,2,1,0,0,4,0,0,3,0,0,9.00,5.74,2.00,55.9,86.7,-0.01
김대유,6,0,0,0,0,0,0,0,4.2,5,5,24,8,3,0,1,2,1,0,3,0,1,9.64,5.88,2.14,52.2,87.2,-0.08
박희수,48,0,0,0,2,6,8,9,38.0,29,28,183,49,13,0,8,19,3,4,29,0,1,6.63,6.52,1.79,75.9,78.1,-0.09
허건엽,8,0,0,0,0,0,0,0,8.1,9,8,41,15,2,0,1,2,0,0,3,0,0,8.64,5.30,2.04,58.3,95.5,-0.10
김찬호,5,0,0,0,0,0,0,0,5.1,7,7,32,10,5,0,0,5,0,1,6,0,1,11.81,4.86,2.81,42.6,102.3,-0.12
김태훈,21,0,0,6,2,2,0,3,41.1,34,30,205,61,12,2,8,19,1,3,34,0,4,6.53,6.13,1.94,77.1,83.0,-0.15
이건욱,2,0,0,0,0,0,0,0,1.1,5,5,11,4,2,0,1,3,0,0,1,0,0,33.75,18.74,5.25,14.9,27.3,-0.16
문광은,46,0,0,0,2,4,2,5,44.2,36,35,199,51,8,0,5,20,2,4,41,0,7,7.05,4.83,1.59,71.4,104.7,-0.25
정영일,9,0,0,0,0,0,0,0,8.0,12,9,44,12,4,0,3,6,0,1,2,0,2,10.13,10.74,2.25,49.7,47.5,-0.34
